ID,Titre,Scenario,Reference_Regle,Application_Regle,Commentaires,Image,URL
253,Complying with the Rules of Section I of Part B,Visibility: Restricted (vessels not in sight of one another),Rule 19 (Conduct of vessels in restricted visibility ),"In accordance with Rule 19 (c) (Conduct of vessels in restricted visibility ), every vessel shall have due regard to the prevailing circumstances and conditions of restricted visibility when complying with the Rules of section I of part B.",In conducting of vessels in restricted visibility every vessel shall have due regard in complying with Rules of section I of part B: - Rule 4 (Application) - Rule 5 ( Look-out ) - Rule 6 ( Safe speed ) - Rule 7 ( Risk of collision ) - Rule 8 ( Action to avoid collision ) - Rule 9 ( Narrow channels ) - Rule 10 (Traffic separation schemes),,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=253
254,Action taken by a vessel which detects by sound signal the presence of another vessel,Visibility: Restricted (vessels are not in sight of one another) Vessel detects by sound signal the presence of another vessel,Rule 19 (Conduct of vessels in restricted visibility ) Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 19 (e) (Conduct of vessels in restricted visibility ), except where it has been determined that a risk of collision does not exist, every vessel which hears apparently forward of her beam the fog signal of another vessel, or which cannot avoid a close-quarters situation with another vessel forward of her beam, shall reduce her speed to the minimum at which she can be kept on her course. She shall if necessary take all her way off and in any event navigate with extreme caution until danger of collision is over. In accordance with Rule 35 (Sound signals in restricted visibility ), in or near an area of restricted visibility , whether by day or night, the signals prescribed in Rule 35 shall be used.",,scenario_254.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=254
255,Overtaking situation (relative bearing of overtaking vessel is 180°) - altering course to starboard,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B on her starboard side Vessel A is astern of vessel B (relative bearing STBD/PORT 180°).,Rule 13 (Overtaking situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 13 (b) (Overtaking situation), a vessel (vessel A) shall be deemed to be overtaking when coming up with another vessel (vessel B) from a direction more than 22.5 degrees abaft her beam. In accordance with Rule 13 (a) (Overtaking situation), notwithstanding anything contained in the Rules of Part B, sections I and II, any vessel overtaking (vessel A) any other vessel (vessel B) shall keep out of the way of the vessel being overtaken (Vessel B). In accordance with Rule 13 (d) (Overtaking situation), any subsequent alteration of the bearing between the two vessels shall not make the overtaking vessel (Vessel A) a crossing vessel within the meaning of these Rules or relieve her (Vessel A) of the duty of keeping clear of the overtaken vessel (Vessel B) until she is finally past and clear. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_255.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=255
272,A sailing vessel sailing in a narrow channel or fairway,Vessel A: sailing vessel Vessel B: power-driven vessel which can safely navigate only within a narrow channel or fairway Area: Narrow channel Vessel A and vessel B are crossing so as to involve risk of collision,Rule 9 ( Narrow channels ),"In accordance with Rule 9 (b) ( Narrow channels ), a sailing vessel (vessel A) shall not impede the passage of a vessel which can safely navigate only within a narrow channel or fairway (vessel B).",,scenario_272.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=272
273,A vessel engaged in fishing in a narrow channel or fairway,Vessel A: vessel engaged in fishing Vessel B: power-driven vessel Area: Narrow channel Vessel A and vessel B are crossing so as to involve risk of collision,Rule 9 ( Narrow channels ),"In accordance with Rule 9 (c) ( Narrow channels ), a vessel engaged in fishing (vessel A) shall not impede the passage of any other vessel navigating within a narrow channel or fairway (vessel B).",,scenario_273.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=273
275,A vessel intending to overtake another in a narrow channel or fairway on her starboard side,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Narrow channel Vessel A is intending to overtake vessel B on her starboard side,Rule 9 ( Narrow channels ) Rule 13 (Overtaking) Rule 34 (Manoeuvring and warning signals),"In accordance with Rule 9 (e)(i) ( Narrow channels ), in a narrow channel or fairway when overtaking can take place only if the vessel to be overtaken (vessel B) has to take action to permit safe passing, the vessel intending to overtake (vessel A) shall indicate her intention by sounding the appropriate signal prescribed in Rule 34 (c)(i) (Manoeuvring and warning signals). In accordance with Rule 34 (c)(i) (Manoeuvring and warning signals), vessel intending to overtake (vessel A) another (vessel B) shall indicate her intention by the following signals on her whistle : - two prolonged blasts followed by one short blast to mean “I intent to overtake you on your starboard side”. In accordance with Rule 9 (e)(i) ( Narrow channels ), the vessel to be overtaken (vessel B) shall, if in agreement, sound the appropriate signal prescribed in Rule 34 (c)(ii) (Manoeuvring and warning signals) and take steps to permit safe passing. In accordance with Rule 34 (c)(ii) (Manoeuvring and warning signals), the vessel about to be overtaken (vessel B) shall indicate her agreement by the following signal on her whistle : - one prolonged, one short, one prolonged and one short blast in that order. In accordance with Rule 9 (e)(i) ( Narrow channels ) the vessel to be overtaken (Vessel B) if in doubt as to the intention of crossing vessel (Vessel A), may sound the signals prescribed in Rule 34 (d) (Manoeuvring and warning signals). In accordance with Rule 34 (d) (Manoeuvring and warning signals), if the vessel to be overtaken (Vessel B) did not understand the intentions or actions of overtaking vessel (Vessel A), or is in doubt whether sufficient action is being taken by overtaking vessel (Vessel A) to avoid collision, overtaken vessel (Vessel B) shall immediately indicate such doubt by giving at least five short and rapid blasts on the whistle . Such signal may be supplemented by a light signal of at least five short and rapid flashes. In accordance with Rule 9 (e)(ii) ( Narrow channels ), Rule 9 ( Narrow channels ) does not relieve the overtaking vessel (Vessel A) of her obligation under Rule 13 (Overtaking). In accordance with Rule 13 (a) (Overtaking) any vessel overtaking (vessel A) any other shall keep out the way of the vessel being overtaken (vessel B).",,scenario_275.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=275
276,A vessel intending to overtake another in a narrow channel or fairway on her port side,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Narrow channel Vessel A is intending to overtake vessel B on her port side,Rule 9 ( Narrow channels ) Rule 13 (Overtaking) Rule 34 (Manoeuvring and warning signals),"In accordance with Rule 9 (e)(i) ( Narrow channels ), in a narrow channel or fairway when overtaking can take place only if the vessel to be overtaken (vessel B) has to take action to permit safe passing, the vessel intending to overtake (vessel A) shall indicate her intention by sounding the appropriate signal prescribed in Rule 34 (c)(i) (Manoeuvring and warning signals). In accordance with Rule 34 (c)(i) (Manoeuvring and warning signals), vessel intending to overtake (vessel A) another (vessel B) shall indicate her intention by the following signal on her whistle : - two prolonged blasts followed by one two blasts to mean “I intent to overtake you on your port side”. In accordance with Rule 9 (e)(i) ( Narrow channels ), the vessel to be overtaken (vessel B) shall, if in agreement, sound the appropriate signal prescribed in Rule 34 (c)(ii) (Manoeuvring and warning signals) and take steps to permit safe passing. In accordance with Rule 34 (c)(ii) (Manoeuvring and warning signals), the vessel about to be overtaken (vessel B) shall indicate her agreement by the following signal on her whistle : - one prolonged, one short, one prolonged and one short blast in that order. In accordance with Rule 9 (e)(ii) ( Narrow channels ), Rule 9 ( Narrow channels ) does not relieve the overtaking vessel (Vessel A) of her obligation under Rule 13 (Overtaking). In accordance with Rule 13 (a) (Overtaking) any vessel overtaking (vessel A) any other shall keep out the way of the vessel being overtaken (vessel B).",,scenario_276.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=276
277,A vessel nearing a bend or an area where other vessels may be obscured by intervening obstruction,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Narrow channel Vessel A and vessel B are nearing a bend or an area of a narrow channel or fairway where other vessels may be obscured by intervening obstruction,Rule 9 ( Narrow channels ) Rule 34 (Manoeuvring and warning signals),"In accordance with Rule 9 (f) ( Narrow channels ), a vessel (Vessel A and Vessel B) nearing a bend or an area of a narrow channel or fairway where other vessels may be obscured by an intervening obstruction shall navigate with particular alertness and caution and shall sound the appropriate signal prescribed in Rule 34 (e) (Manoeuvring and warning signals). In accordance with Rule 34 (e) (Manoeuvring and warning signals), a vessel (Vessel A and Vessel B) nearing a bend or an area of a narrow channel or fairway where other vessels may be obscured by an intervening obstruction shall sound one prolonged blast .",,scenario_277.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=277
278,The compass bearing of an approaching vessel is increasing,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing Bearing of vessel B taken from vessel A at interval of time is increasing,Rule 7 ( Risk of collision ),"In accordance with Rule 7 ( Risk of collision ), risk of collision shall be deemed to exist if the compass bearing of an approaching vessel does not appreciably change.","If the bearing (compass or relative) taken visually or with radar at interval of time does appreciable change (increasing), than the risk of collision shall not be deemed to exist.",scenario_278.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=278
279,Overtaking situation (relative bearing of overtaking vessel is 180°) - stand-on vessel is altering course to starboard,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is astern of vessel B (relative bearing STBD/PORT 180°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is altering her course to starboard to avoid collision,Rule 13 (Overtaking situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 13 (b) (Overtaking situation), a vessel (vessel A) shall be deemed to be overtaking when coming up with another vessel (vessel B) from a direction more than 22.5 degrees abaft her beam. In accordance with Rule 13 (a) (Overtaking situation), notwithstanding anything contained in the Rules of Part B, sections I and II, any vessel overtaking (vessel A) any other vessel (vessel B) shall keep out of the way of the vessel being overtaken (Vessel B). In accordance with Rule 13 (d) (Overtaking situation), any subsequent alteration of the bearing between the two vessels shall not make the overtaking vessel (Vessel A) a crossing vessel within the meaning of these Rules or relieve her (Vessel A) of the duty of keeping clear of the overtaken vessel (Vessel B) until she is finally past and clear. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_279.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=279
280,Overtaking situation (relative bearing of overtaking vessel is 180°) - altering course to port,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B on her port side Vessel A is astern of vessel B (relative bearing STBD/PORT 180°).,Rule 13 (Overtaking situation) Rule 16 (Action by give-way vessel),"In accordance with Rule 13 (b) (Overtaking situation), a vessel (vessel A) shall be deemed to be overtaking when coming up with another vessel (vessel B) from a direction more than 22.5 degrees abaft her beam. In accordance with Rule 13 (a) (Overtaking situation), notwithstanding anything contained in the Rules of Part B, sections I and II, any vessel overtaking (vessel A) any other vessel (vessel B) shall keep out of the way of the vessel being overtaken (Vessel B). In accordance with Rule 13 (d) (Overtaking situation), any subsequent alteration of the bearing between the two vessels shall not make the overtaking vessel (Vessel A) a crossing vessel within the meaning of these Rules or relieve her (Vessel A) of the duty of keeping clear of the overtaken vessel (Vessel B) until she is finally past and clear. In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.",,scenario_280.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=280
286,"A power-driven vessel towing, length of the tow over 200 m - shapes","Type of vessel: Power-driven vessel towing, length of the tow exceeds 200 m Time of the day: Daytime",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a)(v) (Towing and pushing), a power-driven vessel when towing shall exhibit a diamond shape where it can best be seen. In accordance with Rule 24 (e)(iii) (Towing and pushing), a vessel or object being towed, other than those mentioned in paragraph (g) of Rule 24 (Towing and pushing), shall exhibit a diamond shape where it can best be seen.",,scenario_286.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=286
287,A pushing vessel and a vessel being pushed ahead are rigidly connected in a composite unit - lights,Type of vessel: Power-driven vessel pushing a vessel ahead while they are rigidly connected in a composite unit of more than 50 m in length Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 24 (Towing and pushing) Rule 23 ( Power-driven vessel underway ),"In accordance with Rule 24 (b) (Towing and pushing), when a pushing vessel and a vessel being pushed ahead are rigidly connected in a composite unit they shall be regarded as a power-driven vessel and exhibit the lights prescribed in Rule 23 ( Power-driven vessel underway ). In accordance with Rule 23 (a), a power-driven vessel underway of more than 50 m in length, shall exhibit: (i) a masthead light forward; (ii) a second masthead light abaft of and higher than the forward one; (iii) sidelights ; (iv) a sternlight .",,scenario_287.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=287
288,A vessel not under command when making way through the water - lights,Type of vessel: Vessel not under command when making way through the water Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (a) (Vessels not under command or restricted in their ability to manoeuvre), a vessel not under command shall exhibit: (i) two all-round red lights in a vertical line where they can best be seen; (iii) sidelights and a sternlight .",,scenario_288.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=288
289,A vessel not under command when not making way through the water - lights,Type of vessel: Vessel not under command when not making way through the water Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (a) (Vessels not under command or restricted in their ability to manoeuvre), a vessel not under command shall exhibit: (i) two all-round red lights in a vertical line where they can best be seen.",,scenario_289.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=289
290,A vessel not under command - shapes,Type of vessel: Vessel not under command Time of the day: Daytime,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (a) (Vessels not under command or restricted in their ability to manoeuvre), a vessel not under command shall exhibit: (ii) two balls or similar shapes in a vertical line where they can best be seen.",,scenario_290.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=290
291,A vessel restricted in her ability to manoeuvre when making way through the water - lights,Type of vessel: Vessel restricted in her ability to manoeuvre when making way through the water Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit: (i) three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white; (iii) a masthead light or lights, sidelights and a sternlight .",,scenario_291.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=291
292,A vessel restricted in her ability to manoeuvre when not making way through the water - lights,Type of vessel: Vessel restricted in her ability to manoeuvre when not making way through the water Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit: (i) three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white.",,scenario_292.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=292
293,A vessel restricted in her ability to manoeuvre - shapes,Type of vessel: Vessel restricted in her ability to manoeuvre Time of the day: Daytime,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),"In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit: (ii) three shapes in a vertical line where they can best be seen. The highest and lowest of these shapes shall be balls and the middle one a diamond.",,scenario_293.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=293
294,A vessel restricted in her ability to manoeuvre when at anchor - lights,Type of vessel: Vessel restricted in her ability to manoeuvre of more than 100 m in length when at anchor Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre) Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit: (i) three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white; (iv) the light or lights prescribed in Rule 30 (Anchored vessels and vessels aground). In accordance with Rule 30 (a) (Anchored vessels and vessels aground), a vessel at anchor shall exhibit where it can best be seen: (i) in the fore part, an all-round white light; (ii) at or near the stern and at a lower level that the light prescribed in subparagraph (i), an all-round white light. In accordance with Rule 30 (c) (Anchored vessels and vessels aground), a vessel of 100 m and more in length at anchor shall, also use the available working or equivalent lights to illuminate her decks.",,scenario_294.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=294
295,A vessel restricted in her ability to manoeuvre when at anchor - shapes,Type of vessel: Vessel restricted in her ability to manoeuvre when at anchor Time of the day: Daytime,Rule 27 (Vessels not under command or restricted in their ability to manoeuvre) Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre , except a vessel engaged in mine clearance operations, shall exhibit: (ii) three shapes in a vertical line where they can best be seen. The highest and lowest of these shapes shall be balls and the middle one a diamond; (iv) shape prescribed in Rule 30 (Anchored vessels and vessels aground). In accordance with Rule 30 (a)(i) (Anchored vessels and vessels aground), a vessel at anchor shall exhibit where it can best be seen, in the fore part, one ball.",,scenario_295.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=295
296,A power-driven vessel engaged in a towing operation (restricted to deviate from its course) - lights,"Type of vessel: Power-driven vessel engaged in a towing operation such as severely restricts the towing vessel and her tow in their ability to deviate from their course, length of the tow exceeds 200 m Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 27 (Vessels not under command or restricted in their ability to manoeuvre) Rule 24 (Towing and pushing),"In accordance with Rule 27 (c) (Vessels not under command or restricted in their ability to manoeuvre), a power-driven vessel engaged in a towing operation such as severely restricts the towing vessel and her tow in their ability to deviate from their course shall, in addition to the lights prescribed in Rule 24 (a) (Towing and Pushing), exhibit the lights prescribed in subparagraphs (b)(i) of Rule 27 (Vessels not under command or restricted in their ability to manoeuvre). In accordance with Rule 24 (a) (Towing and pushing), a power-driven vessel when towing shall exhibit: (i) three masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight ; (iv) a towing light in a vertical line above the sternlight . In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre shall exhibit: (i) three all-round lights in a vertical line where they can best be seen. The highest and lowest of these lights shall be red and the middle light shall be white.","In accordance with Rule 24 (e) (Towing and pushing), a vessel or object being towed, other than those mentioned in paragraph (g) of Rule 24 (Towing and pushing), shall exhibit: (i) sidelights ; (ii) a sternlight .",scenario_296.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=296
297,A power-driven vessel engaged in a towing operation (restricted to deviate from its course) - shapes,"Type of vessel: Power-driven vessel engaged in a towing operation such as severely restricts the towing vessel and her tow in their ability to deviate from their course, length of the tow exceeds 200 m Time of the day: Daytime",Rule 27 (Vessels not under command or restricted in their ability to manoeuvre) Rule 24 (Towing and pushing),"In accordance with Rule 27 (c) (Vessels not under command or restricted in their ability to manoeuvre), a power-driven vessel engaged in a towing operation such as severely restricts the towing vessel and her tow in their ability to deviate from their course shall, in addition to the shapes prescribed in Rule 24 (a) (Towing and Pushing), exhibit the shapes prescribed in subparagraphs (b)(ii) of Rule 27 (Vessels not under command or restricted in their ability to manoeuvre). In accordance with Rule 24 (a)(v) (Towing and pushing), a power-driven vessel when towing shall exhibit a diamond shape where it can best be seen. In accordance with Rule 27 (b) (Vessels not under command or restricted in their ability to manoeuvre), a vessel restricted in her ability to manoeuvre shall exhibit: (ii) three shapes in a vertical line where they can best be seen. The highest and lowest of these shapes shall be balls and the middle one a diamond.","In accordance with Rule 24 (e) (Towing and pushing), a vessel or object being towed, other than those mentioned in paragraph (g) of Rule 24 (Towing and pushing), shall exhibit: (iii) a diamond shape where it can best be seen.",scenario_297.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=297
299,The compass bearing of an approaching vessel is decreasing,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing Bearing of vessel B taken from vessel A at interval of time is decreasing,Rule 7 ( Risk of collision ),"In accordance with Rule 7 ( Risk of collision ), risk of collision shall be deemed to exist if the compass bearing of an approaching vessel does not appreciably change.","If the bearing (compass or relative) taken visually or with radar at interval of time does appreciable change (decreasing), than the risk of collision shall not be deemed to exist.",scenario_299.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=299
300,Each of two approaching sailing vessels has the wind on a different side,"Vessel A: sailing vessel Vessel B: sailing vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are approaching one another, so as to involve risk of collision Vessel A has the wind on the port side Vessel B has the wind on the starboard side",Rule 12 (Sailing vessels),"In accordance with Rule 12 (a)(i) (Sailing vessels), when two sailing vessel are approaching one another, so as to involve risk of collision and when each has the wind on a different side, the vessel which has the wind on port side (vessel A) shall keep out of the way of the other (vessel B).",,scenario_300.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=300
301,Two approaching sailing vessels have the wind on the same side,"Vessel A: sailing vessel Vessel B: sailing vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are approaching one another, so as to involve risk of collision Vessel A and vessel B have the wind on the same side Vessel A is at the winward side and vessel B is at the leeward side",Rule 12 (Sailing vessels),"In accordance with Rule 12 (a)(ii) (Sailing vessels), when two sailing vessel are approaching one another, so as to involve risk of collision and when both have the wind on the same side, the vessel which is to windward (vessel A) shall keep out of the way of the vessel which is to leeward (vessel B). In accordance with Rule 12 (b) (Sailing vessels), the windward side shall be deemed to be the side opposite to that on which the mainsail is carried or, in the case of a square rigged vessel, the side opposite to that on which the largest fore-and-aft sail is carried.",,scenario_301.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=301
302,Two approaching sailing vessels when wind side for one of them cannot be determined with certainty,"Vessel A: sailing vessel Vessel B: sailing vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are approaching one another, so as to involve risk of collision Vessel A has the wind on the port side and sees vessel B to windward and cannot determine with certainty whether vessel B has the wind on the port or on the starboard side",Rule 12 (Sailing vessels),"In accordance with Rule 12 (a)(iii) (Sailing vessels), when two sailing vessel are approaching one another, so as to involve risk of collision and if a vessel with the wind on the port side (vessel A) sees a vessel to windward (vessel B) and cannot determine with certainty whether the other vessel (vessel B) has the wind on the port or on the starboard side, she (vessel A) shall keep out of the way of the other (vessel B). In accordance with Rule 12 (b) (Sailing vessels), the windward side shall be deemed to be the side opposite to that on which the mainsail is carried or, in the case of a square rigged vessel, the side opposite to that on which the largest fore-and-aft sail is carried.",,scenario_302.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=302
304,Overtaking situation (relative bearing of overtaking vessel is STBD 160°) - stand-on vessel is altering course to parallel,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel B has vessel A on her own starboard side (relative bearing STBD 160°) Vessel A which is required to keep out of the way is not taking appropriate action in compliance with these Rules Vessel B which is the stand-on vessel is altering her course to port to approximately parallel course with vessel A to avoid collision,Rule 13 (Overtaking situation) Rule 17 (Action by stand-on vessel),"In accordance with Rule 13 (b) (Overtaking situation), a vessel (vessel A) shall be deemed to be overtaking when coming up with another vessel (vessel B) from a direction more than 22.5 degrees abaft her beam. In accordance with Rule 13 (a) (Overtaking situation), notwithstanding anything contained in the Rules of Part B, sections I and II, any vessel overtaking (vessel A) any other vessel (vessel B) shall keep out of the way of the vessel being overtaken (vessel B). In accordance with Rule 13 (d) (Overtaking situation), any subsequent alteration of the bearing between the two vessels shall not make the overtaking vessel (vessel A) a crossing vessel within the meaning of these Rules or relieve her (vessel A) of the duty of keeping clear of the overtaken vessel (vessel B) until she is finally past and clear. In accordance with Rule 17 (a)(ii) (Action by stand-on vessel), the vessel which shall keep her course and speed (vessel B) may take action to avoid collision by her manoeuvre alone, as soon as it becomes apparent to her that the vessel required to keep out of the way (vessel A) is not taking appropriate action in compliance with these Rules. In accordance with Rule 17 (b) (Action by stand-on vessel), when from any cause, the vessel required to keep her course and speed (vessel B) finds herself so close that collision cannot be avoided by the action of the give-way vessel alone (vessel A), she (vessel B) shall take such action as will best aid to avoid collision. In accordance with Rule 17 (d) (Action by stand-on vessel), Rule 17 does not relieve the give-way vessel (vessel A) of her obligation to keep out of the way.",,scenario_304.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=304
305,A sailing vessel underway shall keep out of the way of a vessel not under command,Vessel A: Sailing vessel Vessel B: Vessel not under command Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A has vessel B on her own port side (relative bearing PORT 070°) Vessel A is exhibiting signals in compliance with Rule 25 (Sailing vessels underway and vessels under oars) Vessel B is exhibiting signals in compliance with Rule 27 (Vessels not under command or restricted in their ability to manoeuvre),Rule 18 (Responsibilities between vessels) Rule 16 (Action by give-way vessel),"In accordance with Rule 18 (b)(i) (Responsibilities between vessels), except where Rule 9 ( Narrow channels ), Rule 10 (Traffic separation schemes) and Rule 13 (Overtaking) otherwise require, a sailing vessel underway (vessel A) shall keep out of the way of a vessel not under command (vessel B). In accordance with Rule 16 (Action by give-way vessel), every vessel (vessel A) which is directed to keep out of the way of another vessel (vessel B) shall, so far as possible, take early and substantial action to keep well clear.","In accordance with Rule 18 (b) (Responsibilities between vessels), except where Rule 9 ( Narrow channels ), Rule 10 (Traffic separation schemes) and Rule 13 (Overtaking) otherwise require, a sailing vessel underway shall also keep out of the way of: (ii) a vessel restricted in her ability to manoeuvre ; (iii) a vessel engaged in fishing .",scenario_305.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=305
